tech,years,cif_built,cif_withdrawn
Battery,1.7741273100616017,0.00685266406693315,0.27923262763802525
Battery,1.7768651608487338,0.00685266406693315,0.27923262763802525
Battery,1.7796030116358659,0.00685266406693315,0.27997900997811415
Battery,1.782340862422998,0.00685266406693315,0.28072539231820304
Battery,1.8179329226557153,0.007225855236977605,0.28072539231820304
Battery,1.8206707734428473,0.007225855236977605,0.2810985834882475
Battery,1.8234086242299794,0.007225855236977605,0.281471774658292
Battery,1.8316221765913758,0.00759904640702206,0.28184496582833646
Battery,1.842573579739904,0.00759904640702206,0.28184496582833646
Battery,1.8453114305270362,0.00759904640702206,0.2822209213774183
Battery,1.8480492813141685,0.00759904640702206,0.2825974749469917
Battery,1.8535249828884326,0.00759904640702206,0.28297402851656517
Battery,1.8562628336755647,0.00759904640702206,0.2833505820861386
Battery,1.8726899383983573,0.007975599976595528,0.2833505820861386
Battery,1.8781656399726214,0.007975599976595528,0.284480242794859
Battery,1.8863791923340179,0.007975599976595528,0.28485679636443245
Battery,1.891854893908282,0.008352153546168996,0.28485679636443245
Battery,1.8973305954825461,0.008352153546168996,0.29314097489504876
Battery,1.9000684462696784,0.008352153546168996,0.2954113114223254
Battery,1.9028062970568105,0.008352153546168996,0.2969248691071765
Battery,1.9082819986310746,0.008352153546168996,0.2973032585283893
Battery,1.9110198494182067,0.008352153546168996,0.2973032585283893
Battery,1.9219712525667352,0.008352153546168996,0.2973032585283893
Battery,1.9247091033538672,0.008731784266740589,0.2973032585283893
Battery,1.9274469541409993,0.008731784266740589,0.29768288924896086
Battery,1.9383983572895278,0.008731784266740589,0.29844215069010405
Battery,1.9630390143737166,0.008731784266740589,0.2988217814106756
Battery,1.9712525667351128,0.008731784266740589,0.2988217814106756
Battery,1.9822039698836413,0.008731784266740589,0.29920266503791576
Battery,1.9931553730321698,0.008731784266740589,0.29920266503791576
Battery,1.995893223819302,0.008731784266740589,0.29958417857192643
Battery,2.0150581793292264,0.008731784266740589,0.2999656921059371
Battery,2.0177960301163584,0.008731784266740589,0.3011102327079691
Battery,2.020533880903491,0.008731784266740589,0.3014917462419798
Battery,2.023271731690623,0.008731784266740589,0.3022547733100011
Battery,2.026009582477755,0.008731784266740589,0.3026362868440118
Battery,2.0314852840520192,0.008731784266740589,0.30492536804807574
Battery,2.0342231348391513,0.008731784266740589,0.30569009545496734
Battery,2.0369609856262834,0.008731784266740589,0.30989609619287095
Battery,2.0396988364134154,0.008731784266740589,0.30989609619287095
Battery,2.0424366872005475,0.008731784266740589,0.31027888951845545
Battery,2.0451745379876796,0.009114577592325077,0.31066168284403994
Battery,2.0479123887748116,0.009114577592325077,0.31104447616962444
Battery,2.0670773442847366,0.009114577592325077,0.31142726949520894
Battery,2.0725530458590007,0.009114577592325077,0.31181006282079343
