years,cif_built,cif_withdrawn,naive_km_built,at_risk
5.13347022587269,0.11625197165797035,0.6371839750864337,0.23087721678172812,2916
5.136208076659822,0.1164213151011404,0.6372686468080186,0.23140546045152088,2912
5.138945927446954,0.1164213151011404,0.6374379902511887,0.23140546045152088,2909
5.147159479808351,0.1164213151011404,0.6375226619727737,0.23140546045152088,2907
5.149897330595483,0.1164213151011404,0.6377766771375288,0.23140546045152088,2906
5.152635181382615,0.11650598682272542,0.6378613488591138,0.23167021916304287,2903
5.155373032169747,0.11676017723078147,0.6378613488591138,0.23246531724600628,2899
5.158110882956879,0.11692963750281883,0.6380308091311512,0.23299538263464858,2896
5.160848733744011,0.11701436763883752,0.6380308091311512,0.233260598615757,2892
5.163586584531143,0.11718382791087488,0.6381155392671699,0.23379103057797368,2891
5.166324435318275,0.11735328818291224,0.6381155392671699,0.2343216462077674,2888
5.169062286105407,0.1175227484549496,0.6382849995392073,0.23485226183756103,2886
5.171800136892539,0.1175227484549496,0.638369729675226,0.23485226183756103,2882
5.174537987679671,0.11769220872698696,0.6385391899472633,0.2353834300001174,2881
5.177275838466803,0.11786172792123296,0.6385391899472633,0.23591515223238435,2876
5.1827515400410675,0.11803124711547897,0.6386239495443863,0.2364468744646513,2874
5.1854893908282,0.11803124711547897,0.6387934687386323,0.2364468744646513,2871
5.188227241615332,0.11803124711547897,0.6388782283357552,0.2364468744646513,2869
5.190965092402464,0.11803124711547897,0.6390482217095655,0.2364468744646513,2860
5.193702943189596,0.11811624380238413,0.6392182150833758,0.23671403790955514,2858
5.196440793976728,0.11820124048928929,0.6393882084571861,0.23698138850923656,2855
5.19917864476386,0.11828623717619445,0.6393882084571861,0.23724892659180696,2852
5.201916495550993,0.11828623717619445,0.6398131918917119,0.23724892659180696,2851
5.204654346338125,0.11837123386309961,0.6398131918917119,0.2375169346991184,2846
5.207392197125257,0.11837123386309961,0.6398981885786171,0.2375169346991184,2845
5.210130047912389,0.11854122723690994,0.6400681819524274,0.2380531393863905,2844
5.212867898699521,0.11854122723690994,0.6402381753262377,0.2380531393863905,2840
5.215605749486653,0.1186262239238151,0.6403231720131429,0.23832161960507048,2838
5.218343600273785,0.1186262239238151,0.6403231720131429,0.23832161960507048,2836
5.221081451060917,0.11871125059191494,0.6403231720131429,0.2385902892277848,2835
5.223819301848049,0.11871125059191494,0.6404932253493426,0.2385902892277848,2834
5.2265571526351815,0.1188813039281146,0.6405782520174425,0.2391280079500816,2832
5.229295003422314,0.11896633059621445,0.6407483053536421,0.2393969623481197,2829
5.232032854209446,0.11905135726431429,0.640833332021742,0.23966610708897318,2826
5.234770704996578,0.11913656496861307,0.6410037474303395,0.23993592039376777,2818
5.23750855578371,0.11922180295283519,0.6413446993672279,0.24020602134600877,2814
5.240246406570842,0.11939227892127943,0.64142993735145,0.24074699249492582,2809
5.242984257357974,0.11956275488972368,0.6415151753356721,0.24128815643470136,2806
5.245722108145106,0.1196479928739458,0.6416856513041164,0.24155883493757868,2803
5.248459958932238,0.11973323085816792,0.6417708892883385,0.2418297067822438,2800
5.25119780971937,0.11981856033217633,0.6418562187623469,0.24210096627892286,2795
5.253935660506502,0.11981856033217633,0.6419428509764165,0.24210096627892286,2751
5.256673511293634,0.11981856033217633,0.642029546241588,0.24210096627892286,2748
5.259411362080766,0.11990535038080105,0.6421163362902128,0.24237716855068714,2744
5.262149212867898,0.11990535038080105,0.6422899163874622,0.24237716855068714,2742
5.2648870636550305,0.12007893047805049,0.6422899163874622,0.24293017791670846,2740
