region,years,cif_built,cif_withdrawn
CAISO,0.971937029431896,0.0027855153203342614,0.30600875447672193
CAISO,0.974674880219028,0.0027855153203342614,0.30640668523676967
CAISO,0.9774127310061602,0.0027855153203342614,0.30919220055710395
CAISO,0.9801505817932923,0.0027855153203342614,0.3111818543573427
CAISO,0.9828884325804244,0.0027855153203342614,0.3143653004377247
CAISO,0.9856262833675564,0.0027855153203342614,0.3159570234779157
CAISO,0.9883641341546886,0.0027855153203342614,0.3191404695582977
CAISO,0.9911019849418207,0.0027855153203342614,0.32232391563867974
CAISO,0.9938398357289527,0.0027855153203342614,0.325109430959014
CAISO,0.9965776865160849,0.0027855153203342614,0.33028253083963477
CAISO,0.999315537303217,0.0027855153203342614,0.3374452845204943
CAISO,1.002053388090349,0.0027855153203342614,0.33983286908078086
CAISO,1.0047912388774811,0.0027855153203342614,0.3422204536410674
CAISO,1.0075290896646132,0.0027855153203342614,0.3450059689614017
CAISO,1.0102669404517455,0.0027855153203342614,0.3458018304814972
CAISO,1.0130047912388775,0.0027855153203342614,0.34619976124154495
CAISO,1.0157426420260096,0.0027855153203342614,0.3485873458018315
CAISO,1.0212183436002737,0.0027855153203342614,0.3489852765618792
CAISO,1.0239561943874058,0.0027855153203342614,0.34978113808197475
CAISO,1.0266940451745379,0.0027855153203342614,0.350974930362118
CAISO,1.0294318959616702,0.0027855153203342614,0.35336251492240456
CAISO,1.0321697467488022,0.0027855153203342614,0.3537604456824523
CAISO,1.0349075975359343,0.0027855153203342614,0.35495423796259556
CAISO,1.0376454483230664,0.0027855153203342614,0.35933147632312085
CAISO,1.0403832991101984,0.0027855153203342614,0.36490250696378934
CAISO,1.0431211498973305,0.0027855153203342614,0.3653004377238371
CAISO,1.0485968514715949,0.0027855153203342614,0.3740549144448876
CAISO,1.051334702258727,0.0027855153203342614,0.37604456824512633
CAISO,1.056810403832991,0.0027855153203342614,0.3772383605252696
CAISO,1.0677618069815196,0.0027855153203342614,0.37843215280541287
CAISO,1.0732375085557837,0.0027855153203342614,0.38081973736569935
CAISO,1.0759753593429158,0.0027855153203342614,0.3812176681257471
CAISO,1.0787132101300478,0.0027855153203342614,0.38201352964584256
CAISO,1.08145106091718,0.0027855153203342614,0.38360525268603357
CAISO,1.0896646132785763,0.0027855153203342614,0.3840031834460813
CAISO,1.0924024640657084,0.0027855153203342614,0.38599283724632005
CAISO,1.0978781656399725,0.0027855153203342614,0.3863907680063678
CAISO,1.103353867214237,0.0027855153203342614,0.38718662952646327
CAISO,1.106091718001369,0.0027855153203342614,0.387584560286511
CAISO,1.108829568788501,0.0027855153203342614,0.3903700756068453
CAISO,1.111567419575633,0.0027855153203342614,0.390768006366893
CAISO,1.1170431211498972,0.0027855153203342614,0.3951452447274183
CAISO,1.1197809719370295,0.0027855153203342614,0.39713489852765704
CAISO,1.1225188227241616,0.0027855153203342614,0.3975328292877048
CAISO,1.1334702258726899,0.0027855153203342614,0.3979307600477525
CAISO,1.1553730321697468,0.0027855153203342614,0.398726621567848
CAISO,1.163586584531143,0.0027855153203342614,0.39912455232789573
CAISO,1.1663244353182751,0.0027855153203342614,0.400318344608039
CAISO,1.1690622861054072,0.0027855153203342614,0.40071627536808674
CAISO,1.1800136892539357,0.0027855153203342614,0.4011142061281345
CAISO,1.1991786447638604,0.003183446080382013,0.4011142061281345
